seed_iid,direction,title,year,doi,abstract,venue
4b34f7a5,backward,Standard for eXtensible Event Stream (XES) for Achieving Interoperability in Event Logs and Event Streams,2016.0,,,
4b34f7a5,backward,XES - standard definition,2014.0,,,
4b34f7a5,backward,MIMANSA : Process Mining Software Repositories from Student Projects in an Undergraduate Software Engineering Course,2013.0,,,
4b34f7a5,backward,BPMN: An introduction to the standard,2012.0,10.1016/j.csi.2011.06.002,,Comput. Stand. Interfaces
4b34f7a5,backward,Process Mining,2009.0,10.1007/978-0-387-39940-9_1477,,Encyclopedia of Database Systems
4b34f7a5,backward,Quality metrics for business process models,2007.0,,,
4b34f7a5,backward,Using OCL to formalize object ori-ented metrics definitions,2001.0,,,
4b34f7a5,backward,The Design of Eiffel Programs: Quantitative Evaluation Using the MOOD Metrics,2001.0,,,
4b34f7a5,backward,Improving the Design of Existing Code,1999.0,,,
4b34f7a5,backward,Out of the Crisis: Quality,1986.0,,,"Productivity and Competitive Position, Massachusetts Institute of Technology, Center for advanced engineering study"
4b34f7a5,backward,"Asian Productivity Organization., Introduction to quality engineering : designing quality into products and processes, The Organization",1986.0,,,
4b34f7a5,backward,What Is Total Quality Control,1985.0,,,
4b34f7a5,backward,An Example of Software System Debugging,1971.0,,,IFIP Congress
4b34f7a5,backward,"−L"" } ) ; r . forName ( ""weka . c l a s s i f i e r s . meta . → RandomCommittee",,,,
4b34f7a5,backward,weka . c l a s s i f i e r s . r u l e s . D e c i s i o n T a b l e,,,,
4b34f7a5,backward,Best-Fit Model Code for expected Cyclomatic Complexity level detection n (,,,,
4b34f7a5,backward,Best-Fit Models -Source Code Listing 2: Best-Fit Model Code for Refactoring Practice Detection n (,,,,
7b0b22ea,forward,"A Systematic Literature Review on the Influence of Enhanced Developer Experience on Developers' Productivity: Factors, Practices, and Recommendations",2024.0,10.1145/3687299,"Context and Motivation – Developer eXperience (Dev-X) is a recent research area that focuses on developers perceptions, feelings, and values with respect to software development and software quality. Research suggests that factors and practices related to Dev-X can have a substantial impact on developer productivity (Dev-P). However, despite a large and diverse body of literature on factors that can impact Dev-P in general, there is no coherent and comprehensive characterization of how Dev-X-specific insights can influence developer productivity. Aims – In the presented research, we aim to provide a coherent, comprehensive characterization of factors and practices related to Dev-X, with a particular focus on those factors and practices that potentially affect Dev-P. Method – To this end, we performed a systematic literature review and identified 218 relevant papers in this area. We characterize the papers based on the related frameworks and concepts common to Dev-X and Dev-P as presented in the existing literature. Dev-X factors such as “work fragmentation” and practices such as “collaboration with owner-developer” are identified using a grounded-in-the-literature, content-analysis method, guided by the theory. For each Dev-X factor, we identify attributes that might be used to assess/ measure the current status (of an organization or project) regarding that factor and how that factor and its effects on productivity have been evidenced in the literature (mentioned vs. considered in questionnaires vs. substantiated with a more positivist evaluation). Results – We identify 33 Dev-X-related factors and 41 Dev-X-related practices, which are organized into 10 themes to summarize their influence. The results suggest that the availability of required resources, relevant expertise re the allocated tasks, and fewer interruptions are among the top positively impacting factors. Conversely, factors such as code complexity, heterogeneous contexts of tasks, and non-adherence to standardization harm Dev-X and Dev-P. Top industrial practices employed to mitigate the negative influence of factors include characterization-based task assignments, mental model support, and the timely evolution of technologies. Conclusions – Overall, this research suggests that organizations can influence Dev-P through improved Dev-X, incorporating suitable practices to mediate relevant factors in their context. Important in this regard are practices such as fragmenting large tasks, highlighting the utility of proposed tasks/changes to the developers, and promoting (developer) ownership of artefacts. Finally, our results point to areas where further research seems appropriate, i.e., where Dev-X factors/practices have been proposed as being impactful on Dev-P but not yet fully substantiated or explored as such (factors like “Nature of Activity” and practices like choosing practices/protocols appropriately).",ACM Computing Surveys
7b0b22ea,forward,Justification of the Project Initiation Process Using the Markov Model,2023.0,10.1109/IDAACS58523.2023.10348874,"The paper presents a Markov model of the basic scheme of interaction between project participants. A Markov chain has been identified to describe a specific project, based on the determination of a set of transition probabilities unique for each project. This allows you to customize the Markov chain to reflect the properties of a particular project. Using the developed Markov model, the sensitivity of the system to a change in one of the main parameters, the level of competence of the project manager and the project team as a whole, was assessed. The mathematical description of the project model by Markov chains allows modeling the quantitative parameters of projects, namely, changes in the probabilities of system states depending on the number of project steps.",International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications
7b0b22ea,forward,Software Productivity in Practice: A Systematic Mapping Study,2022.0,10.3390/software1020008,"Practitioners perceive software productivity as one of the most important subjects of software engineering (SE) because it connects technical to social and economic aspects. Nonetheless, software processes are complex and productivity means different things to different people. In order to realize the full contribution of software productivity research to the industrial practice of SE, the analysis and synthesis of existing practitioner viewpoints and concerns are required. A systematic mapping study is developed here to investigate the existence of diverse empirical perceptions of productivity within the distinct business sectors and knowledge areas covered by the industrial practice of SE, also identifying the commonalities among them. This study adopts the DBLP and Scopus search engines to identify bibliographic references from 1987 to 2021 related to software productivity. References that do not correspond to complete not-later-subsumed articles published in peer-reviewed journals and proceedings are excluded from the analyses. Only papers reporting on empirical studies based on software industry data or that present industry practitioner viewpoints are included in these analyses. In total, 99 papers are analyzed. The mapping found great variability in study findings, particularly concerning the impacts of agile development practices on software productivity. The systematic mapping also drew methodological recommendations to help industry practitioners address this subject and develop further research.",Software
7b0b22ea,forward,Task estimation for software company employees based on computer interaction logs,2021.0,10.1007/s10664-021-10006-4,,Empirical Software Engineering
7b0b22ea,forward,Analyzing the Developer's Sentiment in Software Components: A Decade-Long Study of the Apache Project,2025.0,10.5220/0013162000003912,": Open-source software development relies heavily on effective collaboration among developers, with communication often reflecting emotional responses to the technical challenges encountered. The Apache HTTP Server (’httpd’) project, a widely used web server, provides a rich dataset to explore how developer sentiment may be influenced by the complexity of software components. This study aims to investigate the relationship between developer sentiment and software component complexity in the Apache ’httpd’ project. Specifically, it seeks to determine whether emotional expressions, captured through sentiment analysis, correlate with the complexity of the components developers work on over a decade of project development (2015–2024). We utilized two primary datasets: developer communication from the mailing list and commit data. Sentiment analysis was conducted using Sentistrength-SE to classify messages as positive or negative. Software component complexity was measured using static code analysis tools, and a network model of file dependencies was created to examine the architectural structure. Statistical tests, including ANOVA and Tukey HSD, were applied to assess the relationship between sentiment, complexity, and developer contributions. The results indicate that complexity is not necessarily associated with developers’ sentiments. However, the most crucial component was significantly affected by sentiments. Developers contributing to more complex components expressed more negative sentiments, suggesting that complexity may contribute to emotional strain. These findings offer insights into managing developer well-being and improving project management strategies in open-source development environments by addressing both technical and emotional factors.",VISIGRAPP
abfd6b2e,forward,Remedying Low Student Performance in Introductory Programming: A Case Study on Role Assignment in Academic Teams,2025.0,10.1109/EEITE65381.2025.11166638,"This article presents the assignment of specific roles to team members for the development of a software application in the Introduction to Computer Programming course, taught in the first semester of an Engineering school. These courses are characterized by complexity and difficulty for various reasons. First-year students tend to have low performance and low participation in exams, despite the lectures offered, mandatory lab attendance, and optional participation in midterm assessment. The teams consisted of three members, with roles assigned as Data Scientist, Programmer, and Analyst. The results indicate a positive relation between teamwork with assigned roles and exam participation, as well as an improvement in student performance. Given that, in our country, individual student progress is not systematically studied for reasons beyond the scope of this paper, we took the initiative to analyze student performance over four years during the initial stage of this pilot implementation. The findings, among others, serve as a starting point for further discussion, study, and research.",2025 6th International Conference in Electronic Engineering & Information Technology (EEITE)
abfd6b2e,forward,A BPMN-Based Approach for Modeling Complex Workflows in Big Bio Data Systems,2025.0,10.1109/IC_ASET65966.2025.11232130,"The integration of Business Process Model and Notation (BPMN) into the Big Data landscape of bioinformatics presents an innovative solution to the complex challenges associated with managing and analyzing vast biological datasets. In bioinformatics, genomic, transcriptomic, and clinical data are often sourced from diverse platforms, making their processing and analysis both intricate and resource-intensive. BPMN offers a systematic approach to model, structure, and optimize workflows related to data collection, integration, and interpretation. This integration enables clear visualization of analytical processes, data validation, and decision-making pathways, facilitating automation and coordination among researchers, clinicians, and computational systems. By combining collaborative platforms such as NCBI for data storage and sharing with BPMN workflows, the precision and speed of decision-making in personalized medicine are significantly improved. This approach not only enhances the accuracy and efficiency of patient care but also ensures optimal resource utilization and decision traceability in the context of Big Data analysis.",2025 IEEE International Conference on Advanced Systems and Emergent Technologies (IC_ASET)
abfd6b2e,forward,Analisis Kepuasan Pengguna Aplikasi Siansidi Pengadilan Agama Purwakarta Menggunakan Pendekatan Model Delone And Mclean,2025.0,10.17509/jatikom.v6i2.49372,"Pelayanan publik merupakan tindakan pemberian barang atau jasa kepada pencari keadilan oleh pemerintah sebagai bentuk tanggung jawab kepada masyarakat. Pelayanan tersebut diberikan secara langsung dan dirasakan oleh pencari keadilan. Dalam menjalankan tugasnya, pemerintah dituntut untuk menyelenggarakan pelayanan prima guna mencapai kepuasan publik. Salah satu upaya dalam meningkatkan pelayanan adalah melalui peluncuran aplikasi Sistem Antrian Sidang Terintegrasi (Siansidi) oleh Pengadilan Agama Purwakarta. Penelitian ini memodifikasi teori Model Kesuksesan Sistem Informasi Delone dan McLean dengan mengambil variabel independen berupa kualitas informasi, kualitas sistem, dan kualitas layanan, serta variabel dependen berupa kepuasan pengguna. Tujuan penelitian ini adalah untuk menguji faktor-faktor yang mempengaruhi kepuasan pengguna aplikasi Siansidi di kalangan masyarakat Purwakarta. Data penelitian dikumpulkan melalui survei menggunakan Google Form yang dikirim langsung kepada responden, dengan total 136 kuesioner yang terisi lengkap dan dapat dianalisis. Data dianalisis menggunakan metode Structural Equation Modeling (SEM) dengan perangkat lunak IBM SPSS 25.0 dan AMOS 24.0. Hasil penelitian menunjukkan adanya hubungan yang signifikan antara kualitas informasi, kualitas sistem, dan kualitas layanan terhadap kepuasan pengguna. Dengan demikian, aplikasi Siansidi dapat dikatakan berhasil dalam menarik minat penggunanya.",Jurnal Aplikasi dan Teori Ilmu Komputer
abfd6b2e,forward,Process Mining for IS Project Management,2025.0,10.4018/irmj.373155,"Recently, process mining techniques have been used to discover, analyze, and improve business processes' performance, including project management processes conducted in IS projects. In this literature review, 383 documents were found and 59 were selected as relevant in the use of process mining for project management. These works were categorized according to the eight project performance domains presented by the Project Management Body of Knowledge. Approximately 50% were associated with the development approach and life cycle domain, in contrast to only 3% associated with the stakeholder domain. In addition to this review, other reviews were identified that explored the same theme but with an emphasis on agile software development. The process mining discovery techniques were the most applied in this context. The findings from the review suggested a gap in the literature regarding the correlation between process mining and IS project success.",Information Resources Management Journal
abfd6b2e,forward,Unveiling Use Cases for Human Resource Mining,2024.0,10.1007/s12599-024-00894-3,,Business & Information Systems Engineering
abfd6b2e,forward,Towards the process mining applicability in the ChickenHunt blockchain game,2023.0,10.12785/ijcds/130192,": In a distributed peer-to-peer network, blockchain technology enables the secure transmission of digital assets. This is done based on intellectual agreement capabilities. Indeed, blockchain world has developed into a tool for managing transversal processes on an unbiased platform. Process mining has evolved as a well-known toolkit for comprehending di ff erent organization processes. Recently, researchers developed strategies for resolving the issue of collecting reliable data gathered from blockchains in order to improve the examination of blockchain applications employing process mining. There is yet to be a clear assessment of the utility of process mining on public blockchain event logs. In this paper, we will validate the applicability of process mining on public blockchain event logs by treating ChickenHunt data set. ChickenHunt is a competitive game that is operated as a Decentralized application on Ethereum blockchain network.",International Journal of Computing and Digital Systems
abfd6b2e,forward,"How COVID-19 Pandemic affects Software Developers’ Wellbeing, and the Necessity to strengthen Soft Skills",2022.0,10.1134/S0361768822080047,"Abstract The coronavirus COVID-19 swept the world in early 2020, working from home was a necessity. In the software industry, thousands of software developers began working from home, many did so on short notice, under difficult and stressful conditions. The emotions of developers can be affected by this situation. On the other hand, some well-known soft skills have been emphasized as required for working remotely. Software engineering research lacks theory and methodologies for addressing human aspects in software development. In this paper we present an exploratory study with a survey applied to practitioners in the west border area of Mexico-USA. It is focused on the developers’ wellbeing during pandemic, expressed as emotions, and the perceptions of the level in which soft skills are practiced/required in the working from home mode. The results show that high percent expressed to experience positive emotions, however, a portion of respondents expressed to feel negative emotions. In general terms, 91.0% of respondents expressed to be satisfied working from home, but some conditions should be improved. In the case of soft skills, some of them are revealed as practiced in high level in working from home, but still there is not consensus.",Programming and computer software
abfd6b2e,forward,Creating a Data Generator and Implementing Algorithms in Process Analysis,2022.0,10.5755/j02.eie.31126,"Process mining is a new field of work that aims to meet the need of the business world to improve efficiency and productivity. This field focuses on analysing, discovering, managing, and improving business processes. Process mining uses event logs as a resource and works on this resource. Hence, the system is developed by analysing the event logs, including each step in the process model. Our study is made up of two significant stages: a data generator for processes and algorithms applied for discovering the created processes. In the first stage, the aim was to develop a simulator with the ability to generate data that could help process modelling and development. Within the framework of this study, a system was created that could work with various process models and extract meaningful information from these models. More productive and efficient processes can be developed as a result of his system. The simulator consists of three modules. The first module is the part where users create a process model. In this module, the user can create his own business process model in the system’s interface or select from other registered models. In the second module, team-based data are simulated through these process models. These generated data are used in the third module, called “analysis”, and meaningful information is extracted. In conclusion, the process can be improved considering the information about time, resource, and cost in the generated data. At the second stage, processes were discovered using alpha, heuristic, and genetic algorithms, which are process mining discovery algorithms and synthetic and real event logs. The discovered processes were demonstrated with Petri nets, and the algorithms’ performances were compared using the fitness function, accuracy rates, and running times. In our study, the heuristic algorithm is more successful because it improves the noise in the data and incomplete processes, which are the disadvantages of the alpha algorithm. However, the genetic algorithm yielded more successful results than the alpha and heuristic algorithms due to its genetic operators.",Elektronika ir Elektrotechnika
abfd6b2e,forward,Mapping Process Mining Techniques to Agile Software Development Perspectives,2023.0,10.5220/0011850500003464,": Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. They concentrate on a set of informal best practices instead of a standardised process, making it difficult to determine the degree of real implementation in an organization. Process Mining (PM) can play a key role in such analysis by discovering the software development process model followed in a certain set of software projects, and by analysing event logs that report the projects’ executed tasks. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly. Motivated by this, we present in this paper a literature review revealing the state of the art of Process Mining and its usage in ASD processes, but under a correlation between the three main research areas of PM (discovery, conformance, and enhancement), and the main ASD process perspectives including organisational/team, control-flow, quality, time, cost & risk, and data. We then analyse and discuss the results of this review quantitatively and qualitatively and prospect future opportunities for research accordingly.",International Conference on Evaluation of Novel Approaches to Software Engineering
abfd6b2e,backward,Competency Profile for Software Development Team that Support Project Success,2020.0,10.18517/ijaseit.10.6.11674,"—The success of software development depends very much on the competencies possessed by human resources within the development team. These competencies include hard and soft skills. In this study, a team competency model will be proposed, which consists of the minimum competency level for the project manager, analyst, and programmer job roles. The types of competencies that are focused on in this paper consist of soft competencies and hard competencies. The method used to determine the competency model is to use the Focus Discussion Group (FGD) by adopting the Behavior Event Interview (BEI) technique. The result of FGD validates with expert judgments, questionnaires, and team member interviews. This research provides the results of profiling the competency of the software development team on project manager job analysts, analysts, and programmers. This study's competencies profile stated that the average minimum level of soft competency for project managers is 3, 3 for analysts, and 2 for programmers. In comparison, the average minimum level of hard competency for a project manager is 3, analyst 2, and programmer 2. Job Role for project managers requires high enough competence both in terms of technical (hard competency) and soft competency. A job as an Analyst requires a level of soft competence higher than hard competency. At the same time, the job role programmer requires soft and hard competency at a low level, 2. The results of this paper can be useful for the recruitment team to get the right individuals to ensure the success of the project.","International Journal on Advanced Science, Engineering and Information Technology"
abfd6b2e,backward,How do humans inspect BPMN models: an exploratory study,2016.0,10.1007/s10270-016-0563-8,"Even though considerable progress regarding the technical perspective on modeling and supporting business processes has been achieved, it appears that the human perspective is still often left aside. In particular, we do not have an in-depth understanding of how process models are inspected by humans, what strategies are taken, what challenges arise, and what cognitive processes are involved. This paper contributes toward such an understanding and reports an exploratory study investigating how humans identify and classify quality issues in BPMN process models. Providing preliminary answers to initial research questions, we also indicate other research questions that can be investigated using this approach. Our qualitative analysis shows that humans adapt different strategies on how to identify quality issues. In addition, we observed several challenges appearing when humans inspect process models. Finally, we present different manners in which classification of quality issues was addressed.",Journal of Software and Systems Modeling
abfd6b2e,backward,Quality of Business Process Models,2012.0,10.1007/978-3-642-34549-4_6,,The Practice of Enterprise Modeling
abfd6b2e,backward,Activity labeling in process modeling: Empirical insights and recommendations,2010.0,10.1016/j.is.2009.03.009,,Information Systems
abfd6b2e,backward,Which Aesthetic has the Greatest Effect on Human Understanding?,1997.0,10.1007/3-540-63938-1_67,,International Symposium Graph Drawing and Network Visualization
abfd6b2e,backward,Understanding quality in conceptual modeling,1994.0,10.1109/52.268955,,IEEE Software
abfd6b2e,backward,"Competency requirements of global software development : conceptualization, contextualization, and consequences",2015.0,,,
f36a08fe,forward,Sovereign-by-Design A Reference Architecture for AI and Blockchain Enabled Systems,2026.0,10.48550/arXiv.2602.05486,"Digital sovereignty has emerged as a central concern for modern software-intensive systems, driven by the dominance of non-sovereign cloud infrastructures, the rapid adoption of Generative AI, and increasingly stringent regulatory requirements. While existing initiatives address governance, compliance, and security in isolation, they provide limited guidance on how sovereignty can be operationalized at the architectural level. In this paper, we argue that sovereignty must be treated as a first-class architectural property rather than a purely regulatory objective. We introduce a Sovereign Reference Architecture that integrates self-sovereign identity, blockchain-based trust and auditability, sovereign data governance, and Generative AI deployed under explicit architectural control. The architecture explicitly captures the dual role of Generative AI as both a source of governance risk and an enabler of compliance, accountability, and continuous assurance when properly constrained. By framing sovereignty as an architectural quality attribute, our work bridges regulatory intent and concrete system design, offering a coherent foundation for building auditable, evolvable, and jurisdiction-aware AI-enabled systems. The proposed reference architecture provides a principled starting point for future research and practice at the intersection of software architecture, Generative AI, and digital sovereignty.",arXiv.org
f36a08fe,forward,Web Application for the Dynamic Selection of Hybrid Methodologies in IT Project Management,2025.0,10.1109/ICECCME64568.2025.11277475,"This study introduces a web application designed to enhance IT project management by dynamically selecting hybrid methodologies for each project phase. The tool utilizes a decision tree based on specific project characteristics and key client factors, allowing for precise customization at each phase: analysis, planning, development, and delivery. Usability validation was performed using the System Usability Scale (SUS) model with a group of IT professionals in Lima, Peru. This yielded an average score of 82.25%, which indicates high user acceptability and satisfaction. The results suggest that the application web enhances the efficiency and accuracy of methodology selection while minimizing risks and costs and adapting to evolving market needs.","2025 5th International Conference on Electrical, Computer, Communications and Mechatronics Engineering (ICECCME)"
f36a08fe,forward,Generative AI in Agile Software Development: A Comprehensive Survey,2025.0,10.1109/ICIDCA66325.2025.11280486,"Generative artificial intelligence (GenAI) adoption is reforming the software development life cycle (SDLC) practices, and Agile is no exception to this trend. The use of generative AI tools, huge language models, and domain-specific copilots is on the rise in automating coding, refactoring, testing, documentation, and requirements engineering tasks. Although initial data suggest benefits in productivity, quality, and time-to-market, GenAI also poses challenges related to technical dependability, integration, ethical challenges, and organizational maturity. However, despite this rapid evolution, currently lack systematic insight into how generative AI aligns with Agile values and practices, resulting in a fragmented research terrain. This survey critically reviews the studies related to generative AI in Agile-based SDLC. The contribution is a structured overview of applied ML across SDLC stages, Agile practices, and types of generative models through an easily comprehensible taxonomy. Second, by investigating such studies in terms of research methods, application areas, evaluation measures, and tools, it further synthesizes methodological findings. Faster code generation, automated testing and documentation, better prioritization of the backlog, higher developer productivity, and cost savings are contrasted against hallucination, scalability, bias, and adoption challenges. The survey also highlights opportunities and future research scope, including human–AI collaboration, benchmark standards, interpretable and trustworthy AI, domain-specific frameworks, and others. This paper advances the understanding of the implications of generative AI for Agile SDLC, from both the opportunities and challenges perspectives, and lays the foundational ground for future research and practice.",2025 7th International Conference on Innovative Data Communication Technologies and Application (ICIDCA)
f36a08fe,forward,Integrated risk management model in distributed IT teams,2025.0,10.23939/sisn2025.17.214,"The article presents an integrated approach to project risk management in distributed IT teams, combining the experimental methodology of Chaos Engineering, probabilistic modeling based on the Monte Carlo method, and a systematic Risk Register framework. The aim of the study is to develop a scientifically grounded risk management model for distributed IT teams that incorporates the temporal dynamics of risks, their cascading interdependencies, and the adaptive update of parameters based on feedback obtained through experimentation in accordance with the Chaos Engineering methodology. Within the proposed approach, key risk parameters specific to distributed teams are formalized as time lags, communication barriers, information barriers, system stability, proxy role effectiveness, team turnover, and functional distribution. For each parameter, corresponding statistical distributions are defined, enabling accurate forecasting through simulations.
The proposed model combines quantitative risk assessment via the Monte Carlo method with data from the Risk Register and dynamic adaptation of weight coefficients depending on parameter sensitivity. This adaptation is implemented using a weighted smoothing technique that accounts for systemic feedback. The model also captures cascading risk interdependencies via a dependency matrix and integrates the Chaos Engineering approach for experimental testing of system resilience. A structured Risk Register is developed to enable systematic assessment of probability, impact magnitude, overall Risk Score, and the evaluation method for each parameter. Additionally, a sample JSON structure has been designed to facilitate digital transfer of parameters across model components.","Vìsnik Nacìonalʹnogo unìversitetu ""Lʹvìvsʹka polìtehnìka"". Serìâ Ìnformacìjnì sistemi ta merežì"
f36a08fe,forward,Software Project Risk Identification Based on Scrum Artifacts,2025.0,10.3390/app15020824,"Risk identification, as a foundational step in risk management, is essential for the success of software development projects, including those using the Scrum methodology. However, risk management in Scrum often lacks structured practices, relying instead on the iterative and collaborative nature of the methodology. This paper presents a novel risk identification framework tailored for Scrum projects, leveraging Scrum artifacts and their associated attributes to enhance risk detection and analysis. The framework encompasses automated data collection from project management environments, such as Jira, thus minimizing the effort required from the project team for risk-related data gathering. By monitoring deviations in artifact attributes and applying predefined thresholds, the framework facilitates the detection of risks at any point in the project lifecycle. Experimental evaluation across three distinct Scrum projects demonstrated the framework’s applicability in identifying a wide range of risks, including long-term ones. The proposed framework contributes to Agile project management by offering a structured, automated approach to risk identification, fostering a culture of proactive risk management within Scrum teams.",Applied Sciences
f36a08fe,forward,Data-Driven Agile Risk Management for Mechatronic Systems via Markov Analysis of Failure Scenarios,2024.0,10.1109/ICECCME62383.2024.10797164,"Effective failure detection and diagnosis are crucial for ensuring that product requirements are met throughout the entire life cycle of mechatronic systems. An agile scenario analysis can help evaluate potential misbehavior and the fulfillment of product requirements, especially during its use phase. This paper aims to provide a comprehensive, data-driven risk analysis by networking individual failure chains derived from failure report databases. The proposed methodology uses Markov chains to model the network of failure scenarios and enables the calculation of the equilibrium state probabilities, which determine the failure states of the system in interaction with the complex network of influencing factors. This approach integrates analytical quantitative methods into agile product development frameworks to assess and mitigate risks. By incorporating iterative processes, continuous feedback, and adaptive planning, the framework enables agile risk management. It determines the probabilities of observed failure chains and evaluates potential, previously unobserved failure scenarios. The resulting risk analysis supports the development of specific mitigation strategies, enhancing the reliability and robustness of complex mechatronic systems. The methodology contributes to improving product quality across all life cycle phases through dynamic, systematic, and data-driven risk management.","2024 4th International Conference on Electrical, Computer, Communications and Mechatronics Engineering (ICECCME)"
f36a08fe,forward,Kimen Simulation: Enhancing Project Management Education Through Interactive Learning,2024.0,10.1109/ICDLE63439.2024.00015,"Virtual learning platforms have become an integral part of today's educational environment, providing numerous opportunities for student development and progress. This study evaluates the impact of the KIMEN simulator on the development of managerial, entrepreneurial, cognitive, and socio-emotional competencies in university students. Using a mixed methods approach, the research involved 34 undergraduate engineering and business students at a private Mexican university. The results suggest that KIMEN is an effective platform for teaching project management, providing personalized learning, and motivating students. The results highlight the advantages of KIMEN in simulating authentic project scenarios and transforming theoretical knowledge into practical knowledge. This study provides empirical evidence to support the integration of KIMEN into project management education and provides valuable information for educators and institutions. Continued evaluation and refinement are recommended to optimize its impact on student outcomes, thus consolidating its role as an innovative tool in the education of future professionals.",2024 15th International Conference on Distance Learning and Education (ICDLE)
f36a08fe,forward,Exploring Innovative Approaches for Software Development Risk Assessment and Management,2024.0,10.1109/ICITISEE63424.2024.10730152,"The success of software development projects is significantly impacted by various risk factors, both predictable and unpredictable. This literature review aims to explore and evaluate innovative risk assessment and management techniques in software development. Using the Systematic Literature Review (SLR) method, this study reviews existing research on new software development risk assessment and management methods. This extensive review highlights various approaches, tools, and strategies for identifying, evaluating, and mitigating risks in software projects. The results underscore the importance of creative solutions in tackling risk management challenges. Practitioners are encouraged to adopt innovative methods for risk assessment and management as the field of software development evolves. Furthermore, this study recommends that researchers continue to investigate emerging trends and challenges in risk management. Emphasis is placed on developing hybrid models that combine traditional and innovative approaches, examining risk management practices in new technologies such as AI and machine learning, and addressing cultural and organisational barriers to adopting new techniques. Collaboration and knowledge sharing between practitioners and researchers are expected to improve risk management practices in software development significantly.","2024 8th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)"
f36a08fe,forward,Uncovering the Risk of Academic Information System Vulnerability through PTES and OWASP Method,2024.0,10.21512/commit.v18i1.9384,"The security of academic information systems needs consideration to anticipate various threats, resulting in data leakage, misuse of information, modification, and data destruction. There are 36 public and private universities that utilize the academic information system provided by the software developed by Company XYZ. Limited resources in universities contribute to the weak handling of vulnerabilities in academic information systems. The research aims to determine the vulnerability level of academic information systems developed by Company XYZ through penetration testing. The research employs a deductive approach to explore academic system vulnerabilities based on incidents related to system security issues at a university. The research utilizes a combination of two testing methods: Penetration Testing Execution Standard (PTES) and Open Web Application Security Project (OWASP), chosen for their reliability, ease of use, and support by penetration testing tools. Penetration testing follows the PTES, involving seven steps: pre-engagement interaction, information collection, threat modeling, vulnerability analysis, exploitation, postexploitation, and reporting. The threat focus in the research aligns with the top 10 of 2021 OWASP, ranking the ten most critical security risks. Results reveal eight critical security issues based on measurements using the Common Vulnerability Scoring System (CVSS) method. There are two high-level vulnerabilities, five medium-level vulnerabilities, and one low-level vulnerability. Moreover, the three principal vulnerabilities are Structured Query Language (SQL) Injection, broken access control, and weak encryption. Universities can enhance data integrity by independently remediating vulnerabilities discovered in the research. Furthermore, universities are encouraged to raise awareness within the academic community regarding the security of academic data.",Journal
f36a08fe,forward,Advancing Project Management Methodologies: An In-Depth Analysis of Jira in Managerial and Developmental Contexts,2023.0,10.54489/ijtim.v3i2.303,"A study was conducted to examine the satisfaction levels of project teams with the Jira mobile application, a leading project management tool, in Saudi Arabian companies. Through usability tests and surveys, the research addresses three key questions related to the satisfaction of project managers and developers with Jira mobile application and improve their experiences. While most project managers found Jira to be an efficient and easy-to-use tool, some suggestions for improvements were made, including the ability to edit, delete, and clone projects as well as a resource management ability. Similarly, developers have reported that Jira has significantly improved task tracking and status monitoring, while also suggesting improved mobile functionality. Usability testing and surveys highlighted specific issues with Jira's mobile application and provided recommendations for enhancement. The study aims to empower project teams with effective management capabilities through Jira.",International Journal of Technology Innovation and Management (IJTIM)
f36a08fe,forward,Enhancing Software Project Monitoring with Multidimensional Data Repository Mining,2023.0,10.3390/electronics12183774,"Software project development and maintenance activities have been reported in various repositories. The data contained in these repositories have been widely used in various studies on specific problems, e.g., predicting bug appearance, allocating issues to developers, and identifying duplicated issues. Developed analysis schemes are usually based on simplified data models while issue report details are neglected. Confronting this problem requires a deep and wide-ranging exploration of software repository contents adapted to their specificities, which differs significantly from classical data mining. This paper is targeted at three aspects: the structural and semantic exploration of repositories, deriving characteristic features in value and time perspectives, and defining the space of project monitoring goals. The considerations presented demonstrate a holistic image of the project development process, which is useful in the assessment of its efficiency and identification of imperfections. The original analysis introduced in this work was verified using open source and some commercial software project repositories.",Electronics
f36a08fe,forward,Net impact implementation application development life-cycle management in banking sector,2023.0,10.11591/csit.v4i2.p169-182,"Digital transformation in the banking sector creates a lot of demand for application development, either new development or application enhancement. Continuous demand for reimagining, revamping, and running applications reliably needs to be supported by collaboration tools. Several big banks in Indonesia use Atlassian products, including Jira, Confluence, Bamboo, Bitbucket, and Crowd, to support strategic company projects. We need to measure the net impact of application development life-cycle management (ADLM) as a collaboration tool. Using the deLone and McLean model, process questionnaire data from banks in Indonesia that use ADLM. Processing data using structural equation modeling (SEM), multiple variables are analyzed statistically to establish, estimate, and test the causation model. The conclusions highlight that system quality strongly affected only User Satisfaction (p=0.049 and β=0.39). Information quality strongly affected use (p=0.001 and β=0.84) and strongly affected user satisfaction (p=0.169 and β=0.28). Service quality strongly affected only use (p=0.127 and β=0.31). Conclusion research verifies the information system's achievement approach described by DeLone and McLean. Importantly, it was discovered that system usability and quality were key indicators of ADLM success. To fulfill their objective, ADLM must be developed in a way that is simple to use, adaptable, and functional.",Computer Science and Information Technology
